run,name,RA,EIS,preference,growth,tech_change,tech_scale,dam_func,baseline_num,tip_on,bs_premium,crra_on,d_unc,t_unc,d_var_mult,t_var_mult,no_free_lunch
245,hs-t-iso-m0.5,7,0.9,0.005,0.015,1.5,0,3,2,1,10000,0,0,1,1,0.5,0
246,hs-t-iso-m1,7,0.9,0.005,0.015,1.5,0,3,2,1,10000,0,0,1,1,1,0
247,hs-t-iso-m1.5,7,0.9,0.005,0.015,1.5,0,3,2,1,10000,0,0,1,1,1.5,0
248,hs-t-iso-m2,7,0.9,0.005,0.015,1.5,0,3,2,1,10000,0,0,1,1,2,0
249,hs-d-iso-m0.25,7,0.9,0.005,0.015,1.5,0,3,2,1,10000,0,1,0,0.25,1,0
250,hs-d-iso-m0.5,7,0.9,0.005,0.015,1.5,0,3,2,1,10000,0,1,0,0.5,1,0
251,hs-d-iso-m1,7,0.9,0.005,0.015,1.5,0,3,2,1,10000,0,1,0,1,1,0
252,hs-d-iso-m1.5,7,0.9,0.005,0.015,1.5,0,3,2,1,10000,0,1,0,1.5,1,0
253,hs-d-iso-m2,7,0.9,0.005,0.015,1.5,0,3,2,1,10000,0,1,0,2,1,0
254,base-case-crra,1.1111,0.9,0.005,0.015,1.5,0,0,2,1,10000,0,1,1,1,1,0
255,all-skew-bc,7,0.9,0.005,0.015,1.5,0,0,2,1,10000,0,1,1,1,1,0
256,all-skew-t-iso-m2,7,0.9,0.005,0.015,1.5,0,0,2,1,10000,0,0,1,1,2,0
257,all-skew-t-iso-m0.5,7,0.9,0.005,0.015,1.5,0,0,2,1,10000,0,0,1,1,0.5,0
258,all-skew-d-iso-m2,7,0.9,0.005,0.015,1.5,0,0,2,1,10000,0,1,0,2,1,0
259,all-skew-d-iso-m0.5,7,0.9,0.005,0.015,1.5,0,0,2,1,10000,0,1,0,0.5,1,0
260,burke-skew-bc,7,0.9,0.005,0.015,1.5,0,1,2,1,10000,0,1,1,1,1,0
261,burke-skew-t-iso-m2,7,0.9,0.005,0.015,1.5,0,1,2,1,10000,0,0,1,1,2,0
262,burke-skew-t-iso-m0.5,7,0.9,0.005,0.015,1.5,0,1,2,1,10000,0,0,1,1,0.5,0
263,burke-skew-d-iso-m2,7,0.9,0.005,0.015,1.5,0,1,2,1,10000,0,1,0,2,1,0
264,burke-skew-d-iso-m0.5,7,0.9,0.005,0.015,1.5,0,1,2,1,10000,0,1,0,0.5,1,0
265,rose-skew-bc,7,0.9,0.005,0.015,1.5,0,2,2,1,10000,0,1,1,1,1,0
266,rose-skew-t-iso-m2,7,0.9,0.005,0.015,1.5,0,2,2,1,10000,0,0,1,1,2,0
267,rose-skew-t-iso-m0.5,7,0.9,0.005,0.015,1.5,0,2,2,1,10000,0,0,1,1,0.5,0
268,rose-skew-d-iso-m2,7,0.9,0.005,0.015,1.5,0,2,2,1,10000,0,1,0,2,1,0
269,rose-skew-d-iso-m0.5,7,0.9,0.005,0.015,1.5,0,2,2,1,10000,0,1,0,0.5,1,0
270,hs-skew-bc,7,0.9,0.005,0.015,1.5,0,3,2,1,10000,0,1,1,1,1,0
271,hs-skew-t-iso-m2,7,0.9,0.005,0.015,1.5,0,3,2,1,10000,0,0,1,1,2,0
272,hs-skew-t-iso-m0.5,7,0.9,0.005,0.015,1.5,0,3,2,1,10000,0,0,1,1,0.5,0
273,hs-skew-d-iso-m2,7,0.9,0.005,0.015,1.5,0,3,2,1,10000,0,1,0,2,1,0
274,hs-skew-d-iso-m0.5,7,0.9,0.005,0.015,1.5,0,3,2,1,10000,0,1,0,0.5,1,0
275,pref-run,10,0.833,0.002,0.015,1.5,0,0,2,1,10000,0,1,1,1,1,0
276,feat-15,10,1.071,0.001,0.015,1.5,0,0,2,1,10000,0,1,1,1,1,0
277,feat-25,10,0.704,0.005,0.015,1.5,0,0,2,1,10000,0,1,1,1,1,0
278,feat-3,10,0.649,0.008,0.015,1.5,0,0,2,1,10000,0,1,1,1,1,0
279,burke-pref-run,10,0.833,0.002,0.015,1.5,0,1,2,1,10000,0,1,1,1,1,0
280,burke-feat-15,10,1.071,0.001,0.015,1.5,0,1,2,1,10000,0,1,1,1,1,0
281,burke-feat-25,10,0.704,0.005,0.015,1.5,0,1,2,1,10000,0,1,1,1,1,0
282,burke-feat-3,10,0.649,0.008,0.015,1.5,0,1,2,1,10000,0,1,1,1,1,0
283,rose-pref-run,10,0.833,0.002,0.015,1.5,0,2,2,1,10000,0,1,1,1,1,0
284,rose-feat-15,10,1.071,0.001,0.015,1.5,0,2,2,1,10000,0,1,1,1,1,0
285,rose-feat-25,10,0.704,0.005,0.015,1.5,0,2,2,1,10000,0,1,1,1,1,0
286,rose-feat-3,10,0.649,0.008,0.015,1.5,0,2,2,1,10000,0,1,1,1,1,0
287,hs-pref-run,10,0.833,0.002,0.015,1.5,0,3,2,1,10000,0,1,1,1,1,0
288,hs-feat-15,10,1.071,0.001,0.015,1.5,0,3,2,1,10000,0,1,1,1,1,0
289,hs-feat-25,10,0.704,0.005,0.015,1.5,0,3,2,1,10000,0,1,1,1,1,0
290,hs-feat-3,10,0.649,0.008,0.015,1.5,0,3,2,1,10000,0,1,1,1,1,0
291,pref-run-high-ra,15,0.833,0.002,0.015,1.5,0,0,2,1,10000,0,1,1,1,1,0
292,pref-run-low-ra,3,0.833,0.002,0.015,1.5,0,0,2,1,10000,0,1,1,1,1,0
293,pref-run-nfl,10,0.833,0.002,0.015,1.5,0,0,2,1,10000,0,1,1,1,1,1
294,feat-15-nfl,10,1.071,0.001,0.015,1.5,0,0,2,1,10000,0,1,1,1,1,1
295,feat-25-nfl,10,0.704,0.005,0.015,1.5,0,0,2,1,10000,0,1,1,1,1,1
296,feat-3-nfl,10,0.649,0.008,0.015,1.5,0,0,2,1,10000,0,1,1,1,1,1
